Column1,date,temperature_2m_max,temperature_2m_min,sunshine_duration,precipitation_sum,et0_fao_evapotranspiration
2168,7/21/1961 3:00,18.727917,11.68625,34395.355,1.1333333,17.486681
2169,7/22/1961 3:00,18.06125,11.611249,28634.57,0.3,16.41863
2170,7/23/1961 3:00,16.769585,11.68625,15774.649,0.33333337,16.000376
2171,7/24/1961 3:00,17.744583,10.53625,32330.178,0.18333334,13.415619
2172,7/25/1961 3:00,19.902918,10.93625,40165.98,0.26666668,12.723408
2173,7/26/1961 3:00,23.902916,12.53625,44661.11,0.23333335,22.017143
2174,7/27/1961 3:00,21.569582,15.002917,34569.67,1.15,23.504837
2175,7/28/1961 3:00,16.88625,12.302915,10309.853,12.416668,18.110514
2176,7/29/1961 3:00,16.852919,10.544583,42583.74,2.3833332,17.438581
2177,7/30/1961 3:00,17.327917,9.952916,36672.316,0.75,11.424435
2178,7/31/1961 3:00,18.744583,9.394584,35254.855,0.06666667,11.280594
2179,8/1/1961 3:00,22.04458,10.319583,41856.05,0.28333336,11.401394
2180,8/2/1961 3:00,20.252918,13.06125,28048.82,6.4833336,15.436509
2181,8/3/1961 3:00,18.111252,11.302917,39968.89,1.0166665,14.59064
2182,8/4/1961 3:00,20.136251,11.46125,15058.923,2.3,21.624031
2183,8/5/1961 3:00,24.444586,14.069583,32960.297,1.7999998,13.546956
2184,8/6/1961 3:00,25.002916,15.28625,40964.68,1.8166667,14.698014
2185,8/7/1961 3:00,20.752916,13.8862505,38821.34,2.3833334,14.802087
2186,8/8/1961 3:00,23.127916,12.944583,28270.367,2.6666665,20.173052
2187,8/9/1961 3:00,21.71125,14.369583,37073.875,1.3499999,13.656217
2188,8/10/1961 3:00,22.319582,13.28625,21573.57,4.5833335,10.052821
2189,8/11/1961 3:00,21.561249,14.302917,30640.771,6.1166663,14.211792
2190,8/12/1961 3:00,18.119585,12.08625,27387.148,5.483333,15.716828
2191,8/13/1961 3:00,17.33625,10.152916,32276.771,0.8833332,11.590961
2192,8/14/1961 3:00,19.144585,11.51125,37373.543,2.1499999,16.803207
2193,8/15/1961 3:00,16.58625,11.502915,20062.455,5.866667,24.334955
2194,8/16/1961 3:00,15.927917,10.019583,30879.443,5.266667,24.017075
2195,8/17/1961 3:00,16.094584,10.011249,34732.13,7.366667,19.452597
2196,8/18/1961 3:00,17.502916,10.494583,29572.678,1.2833333,20.061357
2197,8/19/1961 3:00,17.752916,11.927917,25316.928,3.9499998,21.439148
2198,8/20/1961 3:00,17.736252,11.069583,39727.754,1.5500001,21.260574
2199,8/21/1961 3:00,19.36125,12.419582,28520.094,1.15,24.752108
2200,8/22/1961 3:00,17.886251,12.736249,36937.58,5.8500004,27.498968
2201,8/23/1961 3:00,17.594584,11.777916,33597.41,1.1999999,21.052513
2202,8/24/1961 3:00,18.419584,11.211249,28653.244,1.2666668,15.864948
2203,8/25/1961 3:00,19.23625,11.93625,34169.598,1,13.467847
2204,8/26/1961 3:00,23.194586,11.952916,32130.443,0.033333335,13.64946
2205,8/27/1961 3:00,23.602919,13.58625,43139.418,0.05,13.616815
2206,8/28/1961 3:00,23.686249,12.68625,45268.324,0,9.733807
2207,8/29/1961 3:00,24.994583,12.01125,44968.25,0,10.675046
2208,8/30/1961 3:00,26.48625,13.18625,44917.355,0,9.68222
2209,8/31/1961 3:00,26.427916,12.769584,44711.066,0,10.188641
2210,3/1/1962 2:00,0.8029167,-2.1554165,4875.1772,0.116666675,11.663255
2211,3/2/1962 2:00,2.1029167,-2.88875,14790.987,0.33333334,11.546173
2212,3/3/1962 2:00,4.2279167,-3.6137497,30150.049,0.35000002,10.840789
2213,3/4/1962 2:00,3.7112503,-2.3470833,9576.843,4.5833335,15.126545
2214,3/5/1962 2:00,3.6445835,-1.7554168,1729.5791,5.5166664,20.173086
2215,3/6/1962 2:00,1.1529167,-4.8387504,28222.959,1.8666667,18.675797
2216,3/7/1962 2:00,2.0779169,-7.8970838,33739.23,0.1,15.696281
2217,3/8/1962 2:00,3.91125,-6.7970834,34020.324,0,22.845613
2218,3/9/1962 2:00,6.83625,-2.66375,19311.94,0.43333337,17.960419
2219,3/10/1962 2:00,9.527916,0.5779167,12753.703,1.5666667,14.1863165
2220,3/11/1962 2:00,7.994583,2.1029165,10423.7,3.583333,13.186363
2221,3/12/1962 2:00,4.1945834,-2.26375,6225.3965,3.2666667,21.28625
2222,3/13/1962 2:00,0.6779166,-4.5054164,35956.312,1.5000001,18.263802
2223,3/14/1962 2:00,1.4029168,-5.8470836,35768.312,0.9666667,14.75058
2224,3/15/1962 2:00,2.1195834,-5.28875,37302.36,1.1166668,14.056523
2225,3/16/1962 2:00,1.9445833,-5.7470837,33878.67,0.28333333,15.623802
2226,3/17/1962 2:00,2.6695833,-5.3970833,32540.635,0.4,16.91368
2227,3/18/1962 2:00,2.1112502,-4.46375,22345.422,0.05,11.31602
2228,3/19/1962 2:00,2.91125,-4.955417,28719.37,0.083333336,10.166602
2229,3/20/1962 2:00,4.81125,-4.23875,29703.938,0.70000005,11.930142
2230,3/21/1962 2:00,5.23625,-2.7054167,29094.213,0.6666667,14.0634
2231,3/22/1962 2:00,4.13625,-3.4470832,28199.467,0.1,12.812286
2232,3/23/1962 2:00,4.244583,-3.4220831,31536.385,0.18333334,10.187394
2233,3/24/1962 2:00,3.8862498,-3.4887497,32538.803,0.2,11.451726
2234,3/25/1962 2:00,4.969583,-3.7970831,34558.86,0.06666667,11.913933
2235,3/26/1962 3:00,7.3779163,-2.955417,33498.617,0.41666675,18.536863
2236,3/27/1962 3:00,7.3445835,0.65291667,25855.678,4.3999996,17.469007
2237,3/28/1962 3:00,6.9029164,0.53625,35967.56,2.1333334,20.252
2238,3/29/1962 3:00,9.677917,0.3945833,10325.168,8.283334,23.78405
2239,3/30/1962 3:00,12.01125,6.5779166,8402.925,10.533334,21.799295
2240,3/31/1962 3:00,11.119583,3.53625,21342.74,6.7333336,25.382425
2241,4/1/1962 3:00,8.819583,1.6779165,39676.223,1,28.46212
2242,4/2/1962 3:00,9.169582,2.0195835,31554.96,2.2,26.83261
2243,4/3/1962 3:00,14.294582,3.3945835,36470.64,2.8000002,27.863815
2244,4/4/1962 3:00,9.786249,4.0529165,20073.584,5.233333,22.643469
2245,4/5/1962 3:00,9.01125,2.6945832,29915.492,5.566667,20.857174
2246,4/6/1962 3:00,7.177916,1.6945833,20931.799,6.0333333,26.503944
2247,4/7/1962 3:00,8.027917,0.45291665,21923.998,3.8999996,28.201616
2248,4/8/1962 3:00,11.377915,4.4612503,16139.75,4,28.117203
2249,4/9/1962 3:00,8.694583,2.3612502,35787.98,4.533333,24.051535
2250,4/10/1962 3:00,9.18625,0.25291666,39504.668,1.5999999,17.41591
2251,4/11/1962 3:00,10.977916,-0.42208338,39148.96,0.11666667,13.907132
2252,4/12/1962 3:00,11.352917,1.4945835,31692.135,1.1333333,13.158864
2253,4/13/1962 3:00,8.8862505,1.3862501,34944.01,2.6833334,20.943735
2254,4/14/1962 3:00,7.994583,0.25291666,40372.402,2.6499999,20.984564
2255,4/15/1962 3:00,9.969583,2.3195834,12741.738,2.9499998,29.283918
2256,4/16/1962 3:00,12.252915,3.527917,23221.318,4.1000004,21.428007
2257,4/17/1962 3:00,16.402918,2.7195833,34305.035,0.1,16.523823
2258,4/18/1962 3:00,21.102915,6.9029174,34706.152,0.016666668,13.891357
2259,4/19/1962 3:00,17.66125,8.38625,42613.76,1.0166667,14.70438
2260,4/20/1962 3:00,19.144583,7.2112503,39538.2,5.9,10.563349
2261,4/21/1962 3:00,19.786251,7.8862495,39613.21,0.81666666,12.642506
2262,4/22/1962 3:00,21.827917,8.06125,44062.816,0.8,15.98775
2263,4/23/1962 3:00,19.519583,8.369583,45885.668,0.06666667,15.295375
2264,4/24/1962 3:00,22.819582,8.552917,46818.527,0,11.740341
2265,4/25/1962 3:00,22.202917,9.63625,45107.73,0.25000003,13.049573
2266,4/26/1962 3:00,19.202917,8.727917,42784.934,1.7333332,15.027377
2267,4/27/1962 3:00,12.919583,6.7279167,27234.104,1.1166667,21.435595
2268,4/28/1962 3:00,11.03625,4.377917,37608.426,1.2833334,23.572218
2269,4/29/1962 3:00,10.052917,2.2862499,45491,2.1333334,15.697736
2270,4/30/1962 3:00,7.9112496,0.86125,41610.9,2.6333332,17.866865
2271,5/1/1962 3:00,8.694583,-0.93874997,36510.457,0.93333334,17.313112
2272,5/2/1962 3:00,9.9695835,3.3029165,35217.03,1.15,17.638515
2273,5/3/1962 3:00,11.76125,2.51125,27204.584,0.68333334,18.645798
2274,5/4/1962 3:00,12.46125,3.8445833,36233.137,1.2166667,14.218819
2275,5/5/1962 3:00,14.094583,5.419584,38139.254,2.1999998,10.222748
2276,5/6/1962 3:00,15.894585,5.9445834,14019.134,3.1000001,16.868717
2277,5/7/1962 3:00,20.086248,11.01125,37075.41,2.1833334,17.062971
2278,5/8/1962 3:00,21.119583,9.361249,38003.223,2.1666665,14.787229
2279,5/9/1962 3:00,19.102915,9.069583,24623.734,6.1666665,16.268335
2280,5/10/1962 3:00,14.169582,8.377917,40599.516,4.5499997,21.449265
2281,5/11/1962 3:00,14.102916,6.4112496,43369.723,3.8166666,16.574192
2282,5/12/1962 3:00,12.669583,5.5279174,25912.393,3.1666667,11.09612
2283,5/13/1962 3:00,13.152916,5.13625,30794.541,2.0333335,14.902561
2284,5/14/1962 3:00,11.51125,5.4779167,27696.094,7,21.271055
2285,5/15/1962 3:00,11.044582,5.127917,22795.701,4.05,21.670631
2286,5/16/1962 3:00,12.844582,5.7862506,26129.775,1.9,21.957207
2287,5/17/1962 3:00,14.002917,7.469583,23918.889,6.5500007,20.567085
2288,5/18/1962 3:00,15.03625,6.7029166,34528.934,2.55,18.263653
2289,5/19/1962 3:00,16.544584,7.56125,18606.629,4.5499997,22.710213
2290,5/20/1962 3:00,12.919583,6.18625,37661.242,2.783333,21.914106
2291,5/21/1962 3:00,15.28625,4.244583,34169.676,1.5833334,21.165226
2292,5/22/1962 3:00,15.169583,8.669583,31164.541,3.6833332,23.410631
2293,5/23/1962 3:00,15.377917,7.919583,35275.63,0.9500001,21.717537
2294,5/24/1962 3:00,13.611251,6.68625,40473.305,3.0166667,17.190004
2295,5/25/1962 3:00,11.76125,5.552917,30810.975,2.2833333,12.755134
2296,5/26/1962 3:00,13.527917,5.294584,36396.082,4.0666666,11.2216
2297,5/27/1962 3:00,15.077916,4.502917,39664.81,1.75,13.663878
2298,5/28/1962 3:00,15.111251,6.2279167,42187.305,4.6666665,12.622296
2299,5/29/1962 3:00,15.111249,6.1029167,42541.44,2.7333333,13.361556
2300,5/30/1962 3:00,14.527916,6.144583,43656.91,0.7166667,15.262635
2301,5/31/1962 3:00,14.894584,5.4779167,48488.105,2.8166673,22.467016
2302,6/1/1962 3:00,11.027916,4.427917,27958.959,4.35,19.550665
2303,6/2/1962 3:00,11.669582,3.5195835,42537.715,2.9499998,14.225723
2304,6/3/1962 3:00,13.361249,2.6779165,51329.094,0.75000006,13.328049
2305,6/4/1962 3:00,13.427917,2.9695835,45748.516,0.35000002,12.759749
2306,6/5/1962 3:00,15.444583,3.502917,46551.61,0.25000003,12.545429
2307,6/6/1962 3:00,15.694583,5.9112496,49400.906,0,18.9982
2308,6/7/1962 3:00,17.511251,5.627917,52179.45,0.05,18.608973
2309,6/8/1962 3:00,19.227917,6.844583,51834.83,0.016666668,13.426113
2310,6/9/1962 3:00,20.069584,7.669583,51705.875,0.033333335,12.377736
2311,6/10/1962 3:00,20.944584,8.544583,51788.355,0.45000005,12.4100065
2312,6/11/1962 3:00,15.019584,9.427917,34477.703,0.9666667,20.004135
2313,6/12/1962 3:00,15.469584,7.3195834,37566.82,0.4,12.363174
2314,6/13/1962 3:00,21.244583,7.7862496,45336.918,0.083333336,13.046746
2315,6/14/1962 3:00,24.777916,12.76125,50052.918,0,14.142581
2316,6/15/1962 3:00,26.244583,13.802917,48111.2,2.4166665,11.524236
2317,6/16/1962 3:00,22.727915,15.502915,40453.953,3.3,15.804367
2318,6/17/1962 3:00,22.361252,13.277916,45700.484,0.43333337,10.592322
2319,6/18/1962 3:00,25.202917,12.652916,50117.496,0.8333333,10.974299
2320,6/19/1962 3:00,24.986252,14.227917,46540.324,3.0666664,20.720322
2321,6/20/1962 3:00,19.994583,12.152917,33797.035,0.4333333,18.212626
2322,6/21/1962 3:00,21.71125,13.569583,31462.842,0.35000002,15.076519
2323,6/22/1962 3:00,24.919584,13.669583,42917.6,0.06666667,14.217049
2324,6/23/1962 3:00,24.027916,13.83625,49648.62,0.33333334,12.801831
2325,6/24/1962 3:00,24.53625,12.986249,48433.61,0,20.223251
2326,6/25/1962 3:00,18.419584,11.394584,47357.39,0.41666666,20.918068
2327,6/26/1962 3:00,17.552917,9.636249,37318.766,2.9333334,19.746763
2328,6/27/1962 3:00,15.002915,9.161249,47207.547,1.9833332,22.497442
2329,6/28/1962 3:00,15.902917,8.319583,38973.746,2.6333332,27.092491
2330,6/29/1962 3:00,15.28625,9.43625,29262.088,0.23333335,20.212122
2331,6/30/1962 3:00,14.58625,8.477917,18981.258,0.25000003,15.715558
2332,7/1/1962 3:00,15.41125,8.702917,19153.064,0.70000005,15.309143
2333,7/2/1962 3:00,15.594584,10.252916,9869.61,3,21.018139
2334,7/3/1962 3:00,14.702916,9.019584,21199.654,6.7833323,24.891588
2335,7/4/1962 3:00,14.252917,8.211249,30609.041,6.0499997,25.982595
2336,7/5/1962 3:00,15.611251,8.03625,33410.02,2.4666667,15.975781
2337,7/6/1962 3:00,15.444583,8.744583,32338.219,1.25,17.947847
2338,7/7/1962 3:00,16.727917,9.236251,33148.316,1.5833335,16.334696
2339,7/8/1962 3:00,18.694582,8.644584,34978.48,0.38333333,11.758243
2340,7/9/1962 3:00,21.91125,8.969583,40052.89,0.11666667,9.592978
2341,7/10/1962 3:00,25.86125,12.219583,49997.76,1.8833336,11.094203
2342,7/11/1962 3:00,22.186249,14.202916,42963.09,4.483333,16.960798
2343,7/12/1962 3:00,19.977917,13.244583,43047.297,3.6333334,19.918055
2344,7/13/1962 3:00,18.802917,12.66125,37421.695,2.3,19.56111
2345,7/14/1962 3:00,20.627918,11.43625,32505.31,3.5333335,14.233822
2346,7/15/1962 3:00,19.352919,12.91125,35433.965,8.900001,16.027134
2347,7/16/1962 3:00,19.594584,12.236249,32089.969,9.983334,15.528186
2348,7/17/1962 3:00,18.81125,12.43625,32155.475,4.416667,13.284775
2349,7/18/1962 3:00,19.177917,11.361249,42254.344,0.88333344,10.165192
2350,7/19/1962 3:00,21.369583,10.552917,44567.074,1.4666666,11.450177
2351,7/20/1962 3:00,23.41125,14.169583,40403.953,1.1833333,13.360955
2352,7/21/1962 3:00,24.119583,14.894584,28605.17,3.7333333,19.06703
2353,7/22/1962 3:00,21.352915,14.302917,49039.63,0.7,19.335424
2354,7/23/1962 3:00,20.119583,11.819583,49177.01,1.2166666,16.689346
2355,7/24/1962 3:00,21.102919,10.552917,47457.88,0,14.059554
2356,7/25/1962 3:00,26.294584,11.619583,50909.137,0.033333335,11.992671
2357,7/26/1962 3:00,26.827917,15.344583,37059.12,3.1000004,14.987846
2358,7/27/1962 3:00,21.102917,14.469583,38189.25,2.2333333,19.587463
2359,7/28/1962 3:00,19.127916,12.644584,37101.582,0.23333335,13.147258
2360,7/29/1962 3:00,18.827917,12.244583,35750.91,0.38333336,11.012746
2361,7/30/1962 3:00,20.727917,11.46125,45680.863,0.2,7.8872547
2362,7/31/1962 3:00,21.886251,12.169582,41337.48,0.38333336,15.032008
2363,8/1/1962 3:00,22.344584,13.3029175,45024.58,0.35000002,14.386899
2364,8/2/1962 3:00,24.602919,12.394584,43561.48,0.48333335,10.572472
2365,8/3/1962 3:00,23.502914,14.319583,38382.535,1.7499999,10.86704
2366,8/4/1962 3:00,23.177917,15.577916,31614.023,1.9000001,16.970558
2367,8/5/1962 3:00,22.127916,13.577916,29949.11,4.9500003,15.651626
2368,8/6/1962 3:00,22.219584,13.33625,38708.176,0.59999996,13.969972
2369,8/7/1962 3:00,18.552916,13.5112505,18340,10.066667,28.816813
2370,8/8/1962 3:00,17.98625,11.436249,41902.09,2.1666667,26.876963
2371,8/9/1962 3:00,19.002916,9.752917,46687.39,0.06666667,10.779598
2372,8/10/1962 3:00,20.13625,11.402916,22736.455,0.73333335,22.161413
2373,8/11/1962 3:00,23.169584,13.477917,32440.51,0.11666667,18.228277
2374,8/12/1962 3:00,26.31125,14.06125,44056.52,0.033333335,11.736403
2375,8/13/1962 3:00,25.16125,14.58625,36419,0.8333333,12.190826
2376,8/14/1962 3:00,24.46125,14.644584,36267.7,0.13333334,12.252857
2377,8/15/1962 3:00,24.786253,15.394584,32938.027,2.8833334,18.967516
2378,8/16/1962 3:00,21.686249,14.794583,44304.72,0.3166667,19.046482
2379,8/17/1962 3:00,20.677917,13.869583,21640.086,5.816667,18.416384
2380,8/18/1962 3:00,18.03625,11.802917,39202.02,3.8499997,23.131556
2381,8/19/1962 3:00,19.06125,10.61125,38234.67,1.1166667,16.936455
2382,8/20/1962 3:00,21.361252,10.119583,32487.883,0.16666667,10.123361
2383,8/21/1962 3:00,20.136251,13.111249,32425.93,4.0833335,17.3788
2384,8/22/1962 3:00,19.027918,11.919583,34380.863,1.3833332,21.048386
2385,8/23/1962 3:00,19.494583,12.044583,31596.463,0.70000005,21.484056
2386,8/24/1962 3:00,21.744583,13.494583,27594.107,5.683334,29.614548
2387,8/25/1962 3:00,18.31125,12.08625,32927.45,1.4166666,22.901712
2388,8/26/1962 3:00,19.619583,10.461249,44051.28,0.116666675,16.566486
2389,8/27/1962 3:00,20.53625,12.26125,40734.09,0.53333336,28.704256
2390,8/28/1962 3:00,20.344584,11.119583,41634.44,0.13333334,17.548468
2391,8/29/1962 3:00,20.136251,12.252915,34082.312,1.1333333,19.356237
2392,8/30/1962 3:00,19.002916,11.03625,36340.02,0.15,12.361106
2393,8/31/1962 3:00,18.927917,9.744582,39416.066,0.116666675,17.891912
2394,3/1/1963 2:00,-0.8804167,-14.66375,34924.82,0,11.420276
2395,3/2/1963 2:00,0.31958333,-14.597083,35166.246,0,10.128069
2396,3/3/1963 2:00,2.4279168,-12.71375,35440.434,0,10.48417
2397,3/4/1963 2:00,3.3029165,-11.872083,34762.035,0,9.554951
2398,3/5/1963 2:00,5.2112503,-10.530417,32393.406,0.033333335,12.135471
2399,3/6/1963 2:00,8.336249,-2.3304167,23733.814,0.033333335,15.38997
2400,3/7/1963 2:00,10.102917,-0.7554167,31590.037,0,22.10964
2401,3/8/1963 2:00,12.66125,0.83625007,34905.715,0.13333334,17.486181
2402,3/9/1963 2:00,9.0112505,0.91124994,26800.92,2.75,22.514383
2403,3/10/1963 2:00,8.452916,0.73625,18547.047,3.3166668,21.457094
2404,3/11/1963 2:00,9.086249,0.86958337,17028.213,3.3166666,20.346512
2405,3/12/1963 2:00,8.161249,2.46125,21061.973,3.5333335,27.982246
2406,3/13/1963 2:00,6.244583,-0.3554167,20857.494,2.7999995,27.627182
2407,3/14/1963 2:00,6.1529164,-1.7470832,15795.794,1.3666667,15.163132
2408,3/15/1963 2:00,7.9779167,0.094583236,20344.75,1.2166668,15.999295
2409,3/16/1963 2:00,11.419582,-0.40541673,23276.904,2.2333333,15.15068
2410,3/17/1963 2:00,10.31125,0.5529167,23374.396,2.2166667,13.205029
2411,3/18/1963 2:00,9.31125,1.0195832,11755.211,4.1166663,15.714989
2412,3/19/1963 2:00,8.802917,1.7695833,21871.312,2.3666666,21.57531
2413,3/20/1963 2:00,8.852917,-0.15541665,20109.814,0.3,16.708141
2414,3/21/1963 2:00,5.377917,1.2779166,9937.632,1.2833334,15.876344
2415,3/22/1963 2:00,3.18625,-1.88875,24588.303,0.70000005,18.718107
2416,3/23/1963 2:00,4.0362506,-3.83875,34077.113,0.1,14.439235
2417,3/24/1963 2:00,4.43625,-2.8470833,20846.895,0.033333335,13.649528
2418,3/25/1963 2:00,9.13625,-1.9470834,26585.654,0.6666667,23.720993
2419,3/26/1963 2:00,7.56125,1.9029166,7448.4077,7.6999993,25.509542
2420,3/27/1963 2:00,7.619583,1.1779166,18773.045,0.84999996,15.329295
2421,3/28/1963 2:00,9.18625,0.62791663,31685.94,0.7666667,11.47747
2422,3/29/1963 2:00,11.127917,0.9195833,29577.518,2.2499998,16.985678
2423,3/30/1963 2:00,8.077916,1.6195832,11370.743,4.7999997,15.957692
2424,3/31/1963 2:00,6.294583,1.9029168,9989.879,11.683333,22.578636
2425,4/1/1963 3:00,6.6279163,1.6695833,8423.957,0.6333333,12.194053
2426,4/2/1963 3:00,5.6612496,0.25291666,21214.57,0.25000003,8.488316
2427,4/3/1963 3:00,6.9362493,0.6779167,21965.365,0.4,8.84953
2428,4/4/1963 3:00,8.711249,-0.74708337,29218.086,1.1999999,9.769145
2429,4/5/1963 3:00,12.669583,-1.2804166,39044.52,0.51666665,17.317749
2430,4/6/1963 3:00,13.294583,1.8529167,41597.902,0,23.839605
2431,4/7/1963 3:00,12.8862505,3.41125,34674.492,0.79999995,20.60221
2432,4/8/1963 3:00,13.38625,2.81125,32931.277,0.06666667,14.158665
2433,4/9/1963 3:00,16.36125,2.0529168,38163.25,0.6166666,13.300865
2434,4/10/1963 3:00,17.569584,7.369583,24956.11,1.6,18.830088
2435,4/11/1963 3:00,13.644584,7.68625,13845.833,4.5,14.224586
2436,4/12/1963 3:00,13.811249,4.9945836,33640.863,2.9666665,16.48324
2437,4/13/1963 3:00,10.119582,1.9279166,31217.85,1.35,12.442333
2438,4/14/1963 3:00,11.211249,0.6695833,34959.707,0.50000006,15.068551
2439,4/15/1963 3:00,12.502915,2.91125,9149.493,0.79999995,21.79657
2440,4/16/1963 3:00,15.394584,5.9695835,20713.967,2.833333,16.850634
2441,4/17/1963 3:00,17.694582,6.71125,39308.688,1.0333333,15.699928
2442,4/18/1963 3:00,13.727917,6.9112496,26209.688,3.0666666,13.094139
2443,4/19/1963 3:00,15.294582,5.052917,34478.05,1.8000001,10.167613
2444,4/20/1963 3:00,15.894582,5.4695835,36103.176,0.6666666,10.759814
2445,4/21/1963 3:00,16.002916,6.769583,21075.615,1.7333332,14.711746
2446,4/22/1963 3:00,14.8862505,6.0945835,35358.95,3.1833332,11.209606
2447,4/23/1963 3:00,16.102915,4.61125,35836.26,0.46666667,11.829589
2448,4/24/1963 3:00,13.827916,6.0362496,25476.25,2.0833335,10.749794
2449,4/25/1963 3:00,12.969583,5.3362503,28711.193,0.90000004,13.465832
2450,4/26/1963 3:00,12.277916,4.719583,33717.7,0.06666667,14.415153
2451,4/27/1963 3:00,13.869583,4.31125,40322.324,0,9.366813
2452,4/28/1963 3:00,13.861251,6.052916,16770.555,1.3833332,13.486755
2453,4/29/1963 3:00,14.71125,8.977916,10002.118,2.7666667,11.275851
2454,4/30/1963 3:00,14.43625,6.93625,32190.963,3.6833336,20.233786
2455,5/1/1963 3:00,14.06125,6.3362503,21029.887,3.1666663,18.714708
2456,5/2/1963 3:00,11.819583,5.294583,15274.02,5.4833336,18.90771
2457,5/3/1963 3:00,11.236249,2.8279169,26555.521,3.5833337,17.083834
2458,5/4/1963 3:00,10.88625,4.144583,28367.547,2.466667,12.349019
2459,5/5/1963 3:00,13.652917,3.5112503,34928.285,0.83333325,12.965675
2460,5/6/1963 3:00,14.41125,4.96125,44320.75,0.8833334,15.357303
2461,5/7/1963 3:00,17.03625,4.3195834,44047.324,0.033333335,10.653915
2462,5/8/1963 3:00,20.094584,6.344583,48833.637,0,12.092506
2463,5/9/1963 3:00,17.969584,8.519584,30771.72,5.433333,14.816883
2464,5/10/1963 3:00,15.327916,8.619583,28044.344,2.25,14.424614
2465,5/11/1963 3:00,14.569584,7.36125,35944.33,2.0166667,19.728651
2466,5/12/1963 3:00,14.961249,6.1945834,36425.65,0.083333336,11.253979
2467,5/13/1963 3:00,18.977917,5.38625,40503.543,2.7333333,16.532877
2468,5/14/1963 3:00,14.28625,7.427916,40538.668,2.6,17.015093
2469,5/15/1963 3:00,13.319583,6.4779167,21494.084,5.8833337,14.149543
2470,5/16/1963 3:00,14.652916,7.969584,19034.498,3.283333,16.289217
2471,5/17/1963 3:00,15.652916,7.9029164,25009.799,0.8999999,13.848927
2472,5/18/1963 3:00,14.594583,7.0779166,35977.023,0.53333336,14.391234
2473,5/19/1963 3:00,12.91125,5.794583,41078.453,3.9833329,20.66553
2474,5/20/1963 3:00,12.852917,4.002917,49347.47,1.15,12.151622
2475,5/21/1963 3:00,17.336252,5.427917,36054.273,0.51666665,15.7569475
2476,5/22/1963 3:00,19.511251,7.9445834,36283.07,2.9166667,13.784112
2477,5/23/1963 3:00,19.569582,9.069583,38112.297,1.2833332,15.383976
2478,5/24/1963 3:00,16.444582,10.527916,22396.75,5.866667,13.185138
2479,5/25/1963 3:00,15.502917,10.127916,13802.315,1.7000002,13.116223
2480,5/26/1963 3:00,19.286251,10.894584,22536.883,3.7,10.242957
2481,5/27/1963 3:00,19.544584,11.869583,21389.314,5.4166665,10.284017
2482,5/28/1963 3:00,20.03625,12.502917,26641.525,1.6666666,13.59076
2483,5/29/1963 3:00,21.427917,13.1779175,35296.414,2.8833332,16.88091
2484,5/30/1963 3:00,22.719584,11.51125,52754.355,0,19.190725
2485,5/31/1963 3:00,22.519585,11.894582,52069.203,0,18.485197
2486,6/1/1963 3:00,19.594584,11.377915,51969.246,0.54999995,22.187256
2487,6/2/1963 3:00,18.08625,9.994583,49422.613,0,22.029806
2488,6/3/1963 3:00,19.31125,8.269584,51265.105,0.016666668,14.044593
2489,6/4/1963 3:00,21.852919,9.719583,49643.418,1.3333333,14.23849
2490,6/5/1963 3:00,21.627916,11.5529175,39788.312,3.8333333,14.349705
2491,6/6/1963 3:00,23.244583,12.33625,42009.65,1.6333333,13.075406
2492,6/7/1963 3:00,21.794584,13.361249,30735.656,9.2,15.366714
2493,6/8/1963 3:00,22.694586,12.927917,49869.13,0.2,14.337142
2494,6/9/1963 3:00,22.527916,12.544582,46408.844,1.8833333,12.6468
2495,6/10/1963 3:00,23.061249,12.052917,47442.766,1.9500002,10.933922
2496,6/11/1963 3:00,21.694586,12.352916,39429.387,3.9666672,13.10986
2497,6/12/1963 3:00,21.56125,12.08625,49939.33,0.23333336,14.184769
2498,6/13/1963 3:00,23.494583,11.594583,44397.348,5.5499997,10.285053
2499,6/14/1963 3:00,18.427917,11.327916,15762.087,8.349999,14.752225
2500,6/15/1963 3:00,17.152918,10.719583,22473.836,5.133333,18.018618
2501,6/16/1963 3:00,17.969584,10.044582,28943.28,2.8000002,14.297089
2502,6/17/1963 3:00,19.03625,11.569583,23518.826,0.38333333,11.355878
2503,6/18/1963 3:00,23.452917,11.994583,30073.092,7.3000007,22.413187
2504,6/19/1963 3:00,16.16125,10.894584,37551.39,3.8666666,27.5221
2505,6/20/1963 3:00,16.727919,10.477916,11612.105,4.7000003,23.60945
2506,6/21/1963 3:00,21.252916,14.252915,29275.719,3.8499997,26.598602
2507,6/22/1963 3:00,23.78625,13.186252,35600.06,3.6166668,16.201178
2508,6/23/1963 3:00,19.327917,12.094583,37146.402,2.9333334,15.710393
2509,6/24/1963 3:00,19.019585,10.394584,35554.043,0.05,11.5762415
2510,6/25/1963 3:00,20.46125,11.811249,32276.83,3.05,14.837147
2511,6/26/1963 3:00,19.144583,12.086249,47543.37,1.5666666,24.960058
2512,6/27/1963 3:00,23.086252,10.827916,44204.7,1.0833334,14.632688
2513,6/28/1963 3:00,23.952917,13.319583,23928.578,5.633333,25.530869
2514,6/29/1963 3:00,20.28625,11.344583,45617.066,0.116666675,14.075574
2515,6/30/1963 3:00,23.202917,11.677917,43007.312,1.3000001,12.120864
2516,7/1/1963 3:00,21.819586,12.969584,36954.55,3.1333332,8.056974
